customerID,lifespan_months,Customer_Segmentation,sum_quantity_bought,revenue,Customer_Monetary_Section,Average_Monthly_order,Average_Invoice_Order,count_customer_transactions,Customer_Frequency,country
16494,0,short term customer,431,508.19,standard customer,NULL,508.19,1,one time buyer,United Kingdom
14772,0,short term customer,58,106.86,standard customer,NULL,106.86,1,one time buyer,United Kingdom
12442,0,short term customer,128,135.64,standard customer,NULL,135.64,1,one time buyer,Spain
13358,0,short term customer,206,285.46,standard customer,NULL,285.46,1,one time buyer,United Kingdom
16938,10,loyal customer,2049,1827.56,VIP customer,182.76,456.89,4,occasional buyer,United Kingdom
12820,11,loyal customer,443,623.16,standard customer,56.65,155.79,4,occasional buyer,United Kingdom
14770,3,short term customer,280,587.04,standard customer,195.68,293.52,2,occasional buyer,United Kingdom
17906,0,short term customer,18,57.3,standard customer,NULL,57.3,1,one time buyer,United Kingdom
13439,0,short term customer,170,203.84,standard customer,NULL,203.84,1,one time buyer,United Kingdom
13881,10,loyal customer,9304,15116.1,high value customer,1511.61,755.81,20,frequent buyer,United Kingdom
14700,7,loyal customer,636,1186.66,VIP customer,169.52,395.55,3,occasional buyer,United Kingdom
16071,0,short term customer,118,221.44,standard customer,NULL,221.44,1,one time buyer,United Kingdom
14035,9,loyal customer,657,1281.42,VIP customer,142.38,256.28,5,occasional buyer,United Kingdom
14594,12,loyal customer,118,242.48,standard customer,20.21,121.24,2,occasional buyer,United Kingdom
16180,4,short term customer,1608,2932.23,VIP customer,733.06,366.53,8,frequent buyer,United Kingdom
13184,9,loyal customer,1367,1400.17,VIP customer,155.57,140.02,10,frequent buyer,United Kingdom
18251,0,short term customer,3960,2778.24,VIP customer,NULL,2778.24,1,one time buyer,United Kingdom
12902,0,short term customer,37,86.69,standard customer,NULL,86.69,1,one time buyer,United Kingdom
17517,0,short term customer,96,136.24,standard customer,NULL,136.24,1,one time buyer,United Kingdom
17449,12,loyal customer,814,1721.81,VIP customer,143.48,245.97,7,frequent buyer,United Kingdom
17026,6,short term customer,85,144.63,standard customer,24.11,72.31,2,occasional buyer,United Kingdom
17567,12,loyal customer,1492,2739.82,VIP customer,228.32,342.48,8,frequent buyer,United Kingdom
13276,1,short term customer,117,432.13,standard customer,432.13,216.06,2,occasional buyer,United Kingdom
16399,7,loyal customer,221,307.55,standard customer,43.94,153.78,2,occasional buyer,United Kingdom
17621,11,loyal customer,404,1107.8,VIP customer,100.71,369.27,3,occasional buyer,United Kingdom
18099,0,short term customer,87,99.13,standard customer,NULL,99.13,1,one time buyer,United Kingdom
16931,12,loyal customer,2103,3034.69,VIP customer,252.89,144.51,21,frequent buyer,United Kingdom
14586,0,short term customer,246,128.52,standard customer,NULL,128.52,1,one time buyer,United Kingdom
15426,11,loyal customer,493,1036.39,VIP customer,94.22,207.28,5,occasional buyer,United Kingdom
17088,8,loyal customer,505,1256.84,VIP customer,157.11,314.21,4,occasional buyer,United Kingdom
14348,0,short term customer,135,319.57,standard customer,NULL,319.57,1,one time buyer,United Kingdom
17302,9,loyal customer,475,997.83,standard customer,110.87,199.57,5,occasional buyer,United Kingdom
15861,8,loyal customer,1405,1795.09,VIP customer,224.39,224.39,8,frequent buyer,United Kingdom
17324,11,loyal customer,454,640.17,standard customer,58.2,160.04,4,occasional buyer,United Kingdom
14856,1,short term customer,387,710.17,standard customer,710.17,236.72,3,occasional buyer,United Kingdom
13531,5,short term customer,109,352.4,standard customer,70.48,176.2,2,occasional buyer,United Kingdom
13548,5,short term customer,367,534.71,standard customer,106.94,267.36,2,occasional buyer,United Kingdom
13649,3,short term customer,125,308.5,standard customer,102.83,154.25,2,occasional buyer,United Kingdom
13751,0,short term customer,152,296.25,standard customer,NULL,296.25,1,one time buyer,United Kingdom
18034,0,short term customer,466,325.56,standard customer,NULL,162.78,2,occasional buyer,United Kingdom
15135,0,short term customer,23,64.05,standard customer,NULL,64.05,1,one time buyer,United Kingdom
15912,2,short term customer,176,247.4,standard customer,123.7,123.7,2,occasional buyer,United Kingdom
14554,1,short term customer,1039,1686.7,VIP customer,1686.7,421.68,4,occasional buyer,United Kingdom
15980,6,short term customer,1279,1944.81,VIP customer,324.13,648.27,3,occasional buyer,United Kingdom
12612,0,short term customer,126,356.04,standard customer,NULL,356.04,1,one time buyer,Germany
17248,0,short term customer,147,199.48,standard customer,NULL,199.48,1,one time buyer,United Kingdom
13517,4,short term customer,684,1047.67,VIP customer,261.92,349.22,3,occasional buyer,United Kingdom
15945,0,short term customer,52,181,standard customer,NULL,181,1,one time buyer,United Kingdom
17691,0,short term customer,93,194.25,standard customer,NULL,97.13,2,occasional buyer,United Kingdom
16325,6,short term customer,176,541.14,standard customer,90.19,180.38,3,occasional buyer,United Kingdom
15249,8,loyal customer,2001,4060.18,VIP customer,507.52,312.32,13,frequent buyer,United Kingdom
15410,6,short term customer,802,2800.58,VIP customer,466.76,350.07,8,frequent buyer,United Kingdom
16052,0,short term customer,218,306.86,standard customer,NULL,306.86,1,one time buyer,United Kingdom
14813,0,short term customer,48,113.73,standard customer,NULL,56.87,2,occasional buyer,United Kingdom
15318,0,short term customer,270,165.14,standard customer,NULL,165.14,1,one time buyer,United Kingdom
12994,9,loyal customer,370,785.62,standard customer,87.29,261.87,3,occasional buyer,United Kingdom
16570,9,loyal customer,1596,2790.7,VIP customer,310.08,279.07,10,frequent buyer,United Kingdom
16225,7,loyal customer,344,762.89,standard customer,108.98,152.58,5,occasional buyer,United Kingdom
13837,4,short term customer,181,264.49,standard customer,66.12,132.25,2,occasional buyer,United Kingdom
12581,0,short term customer,101,127.51,standard customer,NULL,127.51,1,one time buyer,Germany
14141,4,short term customer,293,758.03,standard customer,189.51,189.51,4,occasional buyer,United Kingdom
16415,0,short term customer,123,129.13,standard customer,NULL,129.13,1,one time buyer,United Kingdom
14870,0,short term customer,103,297.25,standard customer,NULL,297.25,1,one time buyer,United Kingdom
14913,11,loyal customer,1201,905.05,standard customer,82.28,226.26,4,occasional buyer,United Kingdom
17528,3,short term customer,1252,2621.11,VIP customer,873.7,327.64,8,frequent buyer,United Kingdom
14661,0,short term customer,35,107.95,standard customer,NULL,107.95,1,one time buyer,United Kingdom
13355,0,short term customer,155,364.15,standard customer,NULL,364.15,1,one time buyer,United Kingdom
15368,0,short term customer,194,371.34,standard customer,NULL,371.34,1,one time buyer,United Kingdom
14157,9,loyal customer,221,306.15,standard customer,34.02,153.08,2,occasional buyer,United Kingdom
15444,1,short term customer,448,807.6,standard customer,807.6,403.8,2,occasional buyer,United Kingdom
15996,9,loyal customer,291,811.23,standard customer,90.14,135.21,6,frequent buyer,United Kingdom
17973,0,short term customer,146,305.42,standard customer,NULL,305.42,1,one time buyer,United Kingdom
12923,0,short term customer,46,108.34,standard customer,NULL,108.34,1,one time buyer,United Kingdom
12987,4,short term customer,201,528.7,standard customer,132.18,264.35,2,occasional buyer,United Kingdom
16829,0,short term customer,93,167.52,standard customer,NULL,167.52,1,one time buyer,United Kingdom
17382,0,short term customer,25,65.4,standard customer,NULL,65.4,1,one time buyer,United Kingdom
16856,0,short term customer,6,17.7,standard customer,NULL,17.7,1,one time buyer,United Kingdom
17905,9,loyal customer,403,787.84,standard customer,87.54,196.96,4,occasional buyer,United Kingdom
12445,0,short term customer,38,103.4,standard customer,NULL,103.4,1,one time buyer,Spain
12701,5,short term customer,428,552.62,standard customer,110.52,276.31,2,occasional buyer,Germany
15276,0,short term customer,34,71.92,standard customer,NULL,71.92,1,one time buyer,United Kingdom
14437,0,short term customer,36,42.6,standard customer,NULL,42.6,1,one time buyer,United Kingdom
16554,9,loyal customer,295,675.05,standard customer,75.01,225.02,3,occasional buyer,United Kingdom
16647,1,short term customer,132,183.16,standard customer,183.16,91.58,2,occasional buyer,United Kingdom
15120,0,short term customer,129,219.22,standard customer,NULL,219.22,1,one time buyer,United Kingdom
16404,0,short term customer,105,323.65,standard customer,NULL,323.65,1,one time buyer,United Kingdom
14147,7,loyal customer,108,483.4,standard customer,69.06,241.7,2,occasional buyer,United Kingdom
14210,8,loyal customer,551,1405.45,VIP customer,175.68,234.24,6,frequent buyer,United Kingdom
17266,5,short term customer,130,245.05,standard customer,49.01,81.68,3,occasional buyer,United Kingdom
13878,0,short term customer,383,1115.45,VIP customer,NULL,1115.45,1,one time buyer,United Kingdom
12689,3,short term customer,316,694.77,standard customer,231.59,347.38,2,occasional buyer,France
17899,0,short term customer,97,106.74,standard customer,NULL,106.74,1,one time buyer,United Kingdom
15057,2,short term customer,447,1054.1,VIP customer,527.05,527.05,2,occasional buyer,United Kingdom
12483,10,loyal customer,912,2247,VIP customer,224.7,280.88,8,frequent buyer,Sweden
12714,9,loyal customer,1473,2760.54,VIP customer,306.73,552.11,5,occasional buyer,France
14064,8,loyal customer,1549,1112.55,VIP customer,139.07,222.51,5,occasional buyer,United Kingdom
17381,12,loyal customer,25075,19354.61,high value customer,1612.88,667.4,29,frequent buyer,United Kingdom
17392,2,short term customer,190,359.49,standard customer,179.75,179.75,2,occasional buyer,United Kingdom
15267,5,short term customer,944,1717.36,VIP customer,343.47,343.47,5,occasional buyer,United Kingdom
16961,0,short term customer,81,169.17,standard customer,NULL,169.17,1,one time buyer,United Kingdom
16427,1,short term customer,126,203.56,standard customer,203.56,101.78,2,occasional buyer,United Kingdom
13763,0,short term customer,440,1082.32,VIP customer,NULL,1082.32,1,one time buyer,United Kingdom
18218,2,short term customer,343,392.61,standard customer,196.31,196.31,2,occasional buyer,United Kingdom
13846,11,loyal customer,220,551.1,standard customer,50.1,183.7,3,occasional buyer,United Kingdom
12622,0,short term customer,57,169.9,standard customer,NULL,169.9,1,one time buyer,Germany
18014,0,short term customer,50,125.29,standard customer,NULL,125.29,1,one time buyer,United Kingdom
14584,1,short term customer,274,801.25,standard customer,801.25,200.31,4,occasional buyer,United Kingdom
14041,0,short term customer,87,130.56,standard customer,NULL,130.56,1,one time buyer,United Kingdom
12708,11,loyal customer,851,2000.01,VIP customer,181.82,200,10,frequent buyer,Germany
12624,2,short term customer,264,485.08,standard customer,242.54,242.54,2,occasional buyer,France
17454,5,short term customer,144,331.48,standard customer,66.3,82.87,4,occasional buyer,United Kingdom
12947,7,loyal customer,633,963.67,standard customer,137.67,160.61,6,frequent buyer,United Kingdom
17303,0,short term customer,120,179.06,standard customer,NULL,179.06,1,one time buyer,United Kingdom
16710,11,loyal customer,1233,1770.77,VIP customer,160.98,177.08,10,frequent buyer,United Kingdom
15656,8,loyal customer,249,601.74,standard customer,75.22,150.44,4,occasional buyer,United Kingdom
12672,0,short term customer,72,210.6,standard customer,NULL,210.6,1,one time buyer,France
14583,7,loyal customer,535,686.18,standard customer,98.03,137.24,5,occasional buyer,United Kingdom
17898,4,short term customer,131,113.24,standard customer,28.31,56.62,2,occasional buyer,United Kingdom
15067,6,short term customer,678,1284.46,VIP customer,214.08,428.15,3,occasional buyer,United Kingdom
14715,10,loyal customer,488,809.18,standard customer,80.92,202.3,4,occasional buyer,United Kingdom
15073,5,short term customer,212,680.56,standard customer,136.11,226.85,3,occasional buyer,United Kingdom
12795,0,short term customer,64,415.48,standard customer,NULL,415.48,1,one time buyer,Portugal
17890,1,short term customer,273,391.03,standard customer,391.03,195.51,2,occasional buyer,United Kingdom
15895,0,short term customer,91,175.42,standard customer,NULL,175.42,1,one time buyer,United Kingdom
15973,0,short term customer,106,307.82,standard customer,NULL,307.82,1,one time buyer,United Kingdom
14968,0,short term customer,110,122.24,standard customer,NULL,122.24,1,one time buyer,United Kingdom
17647,0,short term customer,28,116.06,standard customer,NULL,116.06,1,one time buyer,United Kingdom
17633,3,short term customer,368,815.16,standard customer,271.72,203.79,4,occasional buyer,United Kingdom
12984,0,short term customer,18,67.5,standard customer,NULL,67.5,1,one time buyer,United Kingdom
12681,11,loyal customer,5295,10303.49,high value customer,936.68,468.34,22,frequent buyer,France
13558,2,short term customer,215,396.12,standard customer,198.06,99.03,4,occasional buyer,United Kingdom
18274,0,short term customer,72,138.72,standard customer,NULL,138.72,1,one time buyer,United Kingdom
14159,11,loyal customer,2398,2609.15,VIP customer,237.2,237.2,11,frequent buyer,United Kingdom
13500,3,short term customer,389,722.07,standard customer,240.69,240.69,3,occasional buyer,United Kingdom
15790,0,short term customer,103,177.3,standard customer,NULL,177.3,1,one time buyer,United Kingdom
13137,9,loyal customer,1278,2221.48,VIP customer,246.83,277.69,8,frequent buyer,United Kingdom
16115,9,loyal customer,710,1205.48,VIP customer,133.94,150.69,8,frequent buyer,United Kingdom
17277,3,short term customer,306,776.09,standard customer,258.7,388.05,2,occasional buyer,United Kingdom
16488,4,short term customer,665,424.07,standard customer,106.02,141.36,3,occasional buyer,United Kingdom
17432,0,short term customer,194,346.9,standard customer,NULL,173.45,2,occasional buyer,United Kingdom
17585,7,loyal customer,1122,769.69,standard customer,109.96,192.42,4,occasional buyer,United Kingdom
12601,5,short term customer,245,577.06,standard customer,115.41,115.41,5,occasional buyer,Germany
14623,7,loyal customer,310,609.17,standard customer,87.02,121.83,5,occasional buyer,United Kingdom
17134,5,short term customer,81,330.25,standard customer,66.05,165.13,2,occasional buyer,United Kingdom
17879,0,short term customer,45,178.52,standard customer,NULL,178.52,1,one time buyer,United Kingdom
14019,3,short term customer,785,1050.21,VIP customer,350.07,350.07,3,occasional buyer,United Kingdom
14101,8,loyal customer,6942,5976.79,VIP customer,747.1,996.13,6,frequent buyer,United Kingdom
13157,8,loyal customer,963,1029.32,VIP customer,128.66,257.33,4,occasional buyer,United Kingdom
15925,0,short term customer,73,185.35,standard customer,NULL,185.35,1,one time buyer,United Kingdom
13807,0,short term customer,22,76.9,standard customer,NULL,76.9,1,one time buyer,United Kingdom
13917,4,short term customer,168,209.88,standard customer,52.47,104.94,2,occasional buyer,United Kingdom
17180,9,loyal customer,439,513.03,standard customer,57,128.26,4,occasional buyer,United Kingdom
17197,0,short term customer,140,700.56,standard customer,NULL,700.56,1,one time buyer,United Kingdom
17863,10,loyal customer,1543,2166.8,VIP customer,216.68,361.13,6,frequent buyer,United Kingdom
18074,0,short term customer,184,471.9,standard customer,NULL,471.9,1,one time buyer,United Kingdom
12536,0,short term customer,953,9753.56,VIP customer,NULL,3251.19,3,occasional buyer,France
14785,0,short term customer,84,77.4,standard customer,NULL,38.7,2,occasional buyer,United Kingdom
15236,0,short term customer,134,224.15,standard customer,NULL,224.15,1,one time buyer,United Kingdom
16506,1,short term customer,42,90.3,standard customer,90.3,45.15,2,occasional buyer,United Kingdom
12479,0,short term customer,201,327.6,standard customer,NULL,327.6,1,one time buyer,Germany
12652,0,short term customer,214,465.17,standard customer,NULL,465.17,1,one time buyer,France
17758,7,loyal customer,1111,2024.05,VIP customer,289.15,253.01,8,frequent buyer,United Kingdom
17837,4,short term customer,399,1211.39,VIP customer,302.85,151.42,8,frequent buyer,United Kingdom
15361,0,short term customer,288,358.92,standard customer,NULL,358.92,1,one time buyer,United Kingdom
14576,0,short term customer,12,35.4,standard customer,NULL,35.4,1,one time buyer,United Kingdom
13699,0,short term customer,36,100.08,standard customer,NULL,100.08,1,one time buyer,United Kingdom
13369,0,short term customer,113,212.88,standard customer,NULL,212.88,1,one time buyer,United Kingdom
16899,12,loyal customer,371,890.57,standard customer,74.21,148.43,6,frequent buyer,United Kingdom
13523,11,loyal customer,1248,2827.81,VIP customer,257.07,565.56,5,occasional buyer,United Kingdom
12707,0,short term customer,124,378.04,standard customer,NULL,378.04,1,one time buyer,France
13427,6,short term customer,399,485.76,standard customer,80.96,161.92,3,occasional buyer,United Kingdom
15513,11,loyal customer,4652,12717.67,high value customer,1156.15,669.35,19,frequent buyer,United Kingdom
16226,1,short term customer,162,207.42,standard customer,207.42,69.14,3,occasional buyer,United Kingdom
16392,0,short term customer,179,191.89,standard customer,NULL,191.89,1,one time buyer,United Kingdom
18125,10,loyal customer,565,741.33,standard customer,74.13,185.33,4,occasional buyer,United Kingdom
17293,12,loyal customer,1012,1593.58,VIP customer,132.8,177.06,9,frequent buyer,United Kingdom
13780,6,short term customer,274,287.51,standard customer,47.92,143.75,2,occasional buyer,United Kingdom
12864,0,short term customer,216,147.12,standard customer,NULL,147.12,1,one time buyer,United Kingdom
12694,3,short term customer,417,768.91,standard customer,256.3,384.46,2,occasional buyer,France
17508,0,short term customer,216,273.56,standard customer,NULL,273.56,1,one time buyer,Greece
16553,6,short term customer,4244,5315.62,VIP customer,885.94,442.97,12,frequent buyer,United Kingdom
13223,1,short term customer,76,148.2,standard customer,148.2,74.1,2,occasional buyer,United Kingdom
12867,11,loyal customer,2385,2452.21,VIP customer,222.93,350.32,7,frequent buyer,United Kingdom
12843,7,loyal customer,613,1410.86,VIP customer,201.55,176.36,8,frequent buyer,United Kingdom
15022,1,short term customer,349,606.07,standard customer,606.07,151.52,4,occasional buyer,United Kingdom
12409,3,short term customer,3947,8694.55,VIP customer,2898.18,2898.18,3,occasional buyer,Switzerland
13497,3,short term customer,121,285.35,standard customer,95.12,142.67,2,occasional buyer,United Kingdom
14640,7,loyal customer,650,1615.24,VIP customer,230.75,269.21,6,frequent buyer,United Kingdom
14140,1,short term customer,431,496.97,standard customer,496.97,248.49,2,occasional buyer,United Kingdom
16500,11,loyal customer,123,400.86,standard customer,36.44,66.81,6,frequent buyer,United Kingdom
17569,0,short term customer,136,280.49,standard customer,NULL,280.49,1,one time buyer,United Kingdom
14961,11,loyal customer,2406,4779.29,VIP customer,434.48,531.03,9,frequent buyer,United Kingdom
17071,9,loyal customer,874,1810.85,VIP customer,201.21,201.21,9,frequent buyer,United Kingdom
12587,0,short term customer,31,102.4,standard customer,NULL,102.4,1,one time buyer,Finland
18220,0,short term customer,144,152.64,standard customer,NULL,152.64,1,one time buyer,United Kingdom
15511,2,short term customer,187,673.86,standard customer,336.93,134.77,5,occasional buyer,United Kingdom
13534,12,loyal customer,1119,2310.58,VIP customer,192.55,92.42,25,frequent buyer,United Kingdom
15307,0,short term customer,29,155.7,standard customer,NULL,155.7,1,one time buyer,United Kingdom
14265,1,short term customer,149,392.38,standard customer,392.38,196.19,2,occasional buyer,Unspecified
16774,4,short term customer,293,614.77,standard customer,153.69,153.69,4,occasional buyer,United Kingdom
12593,3,short term customer,95,221.9,standard customer,73.97,73.97,3,occasional buyer,France
14525,11,loyal customer,2171,3612.38,VIP customer,328.4,401.38,9,frequent buyer,United Kingdom
16951,5,short term customer,646,630.91,standard customer,126.18,210.3,3,occasional buyer,United Kingdom
13113,12,loyal customer,2854,11702.24,high value customer,975.19,487.59,24,frequent buyer,United Kingdom
17469,6,short term customer,383,978.97,standard customer,163.16,195.79,5,occasional buyer,United Kingdom
15087,0,short term customer,400,188.84,standard customer,NULL,188.84,1,one time buyer,United Kingdom
17466,2,short term customer,212,483.88,standard customer,241.94,241.94,2,occasional buyer,United Kingdom
13216,0,short term customer,151,172.12,standard customer,NULL,172.12,1,one time buyer,United Kingdom
12844,3,short term customer,99,260.61,standard customer,86.87,130.31,2,occasional buyer,United Kingdom
13037,4,short term customer,313,661.57,standard customer,165.39,220.52,3,occasional buyer,United Kingdom
16719,11,loyal customer,756,1444.42,VIP customer,131.31,206.35,7,frequent buyer,United Kingdom
13011,0,short term customer,13,50.55,standard customer,NULL,50.55,1,one time buyer,United Kingdom
13345,0,short term customer,70,205.05,standard customer,NULL,205.05,1,one time buyer,United Kingdom
17901,0,short term customer,19,104.13,standard customer,NULL,104.13,1,one time buyer,United Kingdom
16217,1,short term customer,91,304.25,standard customer,304.25,152.13,2,occasional buyer,United Kingdom
12488,2,short term customer,385,899.46,standard customer,449.73,299.82,3,occasional buyer,France
17306,11,loyal customer,11347,8328.91,VIP customer,757.17,438.36,19,frequent buyer,United Kingdom
13239,0,short term customer,267,267.16,standard customer,NULL,267.16,1,one time buyer,United Kingdom
16282,0,short term customer,114,168.3,standard customer,NULL,168.3,1,one time buyer,United Kingdom
18056,0,short term customer,127,259.85,standard customer,NULL,259.85,1,one time buyer,United Kingdom
14790,8,loyal customer,483,532.76,standard customer,66.59,133.19,4,occasional buyer,United Kingdom
15537,0,short term customer,22,86.57,standard customer,NULL,86.57,1,one time buyer,United Kingdom
15885,7,loyal customer,65,254.45,standard customer,36.35,84.82,3,occasional buyer,United Kingdom
14796,12,loyal customer,4110,5750.55,VIP customer,479.21,338.27,17,frequent buyer,United Kingdom
14242,3,short term customer,123,280.55,standard customer,93.52,140.27,2,occasional buyer,United Kingdom
12393,8,loyal customer,505,998.55,standard customer,124.82,249.64,4,occasional buyer,Australia
13962,7,loyal customer,87,169.55,standard customer,24.22,84.78,2,occasional buyer,United Kingdom
12680,4,short term customer,265,506.67,standard customer,126.67,126.67,4,occasional buyer,France
13972,4,short term customer,105,136.67,standard customer,34.17,68.34,2,occasional buyer,United Kingdom
12628,2,short term customer,309,549.93,standard customer,274.97,183.31,3,occasional buyer,Germany
16591,0,short term customer,39,203.6,standard customer,NULL,203.6,1,one time buyer,United Kingdom
15386,0,short term customer,163,165.57,standard customer,NULL,165.57,1,one time buyer,United Kingdom
15194,12,loyal customer,4216,5880.89,VIP customer,490.07,392.06,15,frequent buyer,United Kingdom
17295,1,short term customer,224,388.37,standard customer,388.37,129.46,3,occasional buyer,United Kingdom
14006,7,loyal customer,393,605.07,standard customer,86.44,201.69,3,occasional buyer,United Kingdom
18155,7,loyal customer,202,291.22,standard customer,41.6,97.07,3,occasional buyer,United Kingdom
16211,0,short term customer,102,442.84,standard customer,NULL,442.84,1,one time buyer,United Kingdom
17148,0,short term customer,62,99.88,standard customer,NULL,99.88,1,one time buyer,United Kingdom
18133,0,short term customer,1350,931.5,standard customer,NULL,931.5,1,one time buyer,United Kingdom
17854,2,short term customer,84,311.26,standard customer,155.63,155.63,2,occasional buyer,United Kingdom
14083,12,loyal customer,516,701.66,standard customer,58.47,77.96,9,frequent buyer,United Kingdom
16527,0,short term customer,80,143.56,standard customer,NULL,143.56,1,one time buyer,United Kingdom
16318,0,short term customer,160,251.9,standard customer,NULL,251.9,1,one time buyer,United Kingdom
12997,10,loyal customer,548,1025.89,VIP customer,102.59,256.47,4,occasional buyer,United Kingdom
14830,0,short term customer,154,172.02,standard customer,NULL,172.02,1,one time buyer,United Kingdom
13668,12,loyal customer,2400,4436.69,VIP customer,369.72,211.27,21,frequent buyer,United Kingdom
15347,0,short term customer,124,183.9,standard customer,NULL,183.9,1,one time buyer,United Kingdom
15118,0,short term customer,1440,244.8,standard customer,NULL,244.8,1,one time buyer,United Kingdom
18095,0,short term customer,245,349.95,standard customer,NULL,174.98,2,occasional buyer,United Kingdom
16403,0,short term customer,84,122,standard customer,NULL,122,1,one time buyer,United Kingdom
12584,9,loyal customer,352,1884.95,VIP customer,209.44,209.44,9,frequent buyer,Italy
17232,1,short term customer,145,350.3,standard customer,350.3,175.15,2,occasional buyer,United Kingdom
17537,9,loyal customer,483,601.35,standard customer,66.82,300.68,2,occasional buyer,United Kingdom
17090,12,loyal customer,688,1483.14,VIP customer,123.59,211.88,7,frequent buyer,United Kingdom
18065,12,loyal customer,777,1620.97,VIP customer,135.08,115.78,14,frequent buyer,United Kingdom
17011,0,short term customer,126,190.5,standard customer,NULL,190.5,1,one time buyer,United Kingdom
14177,3,short term customer,198,526.36,standard customer,175.45,131.59,4,occasional buyer,United Kingdom
12854,8,loyal customer,407,950.94,standard customer,118.87,316.98,3,occasional buyer,United Kingdom
13449,0,short term customer,140,216.12,standard customer,NULL,216.12,1,one time buyer,United Kingdom
17042,8,loyal customer,793,837.43,standard customer,104.68,167.49,5,occasional buyer,United Kingdom
17237,0,short term customer,103,309.59,standard customer,NULL,154.8,2,occasional buyer,United Kingdom
12561,0,short term customer,82,161.75,standard customer,NULL,161.75,1,one time buyer,Germany
17314,10,loyal customer,1363,1810.77,VIP customer,181.08,226.35,8,frequent buyer,United Kingdom
14461,4,short term customer,487,1376.31,VIP customer,344.08,458.77,3,occasional buyer,United Kingdom
16340,0,short term customer,329,359.49,standard customer,NULL,359.49,1,one time buyer,United Kingdom
13405,8,loyal customer,131,477.55,standard customer,59.69,159.18,3,occasional buyer,United Kingdom
16595,0,short term customer,216,220.72,standard customer,NULL,220.72,1,one time buyer,United Kingdom
12535,3,short term customer,151,422.75,standard customer,140.92,211.37,2,occasional buyer,France
14502,10,loyal customer,968,1583.09,VIP customer,158.31,143.92,11,frequent buyer,United Kingdom
18237,5,short term customer,384,669.36,standard customer,133.87,133.87,5,occasional buyer,United Kingdom
17775,0,short term customer,48,36,standard customer,NULL,36,1,one time buyer,United Kingdom
16738,0,short term customer,3,3.75,standard customer,NULL,3.75,1,one time buyer,United Kingdom
13908,6,short term customer,1031,1652.13,VIP customer,275.36,413.03,4,occasional buyer,United Kingdom
16859,4,short term customer,466,479.99,standard customer,120,240,2,occasional buyer,United Kingdom
17623,0,short term customer,126,310.84,standard customer,NULL,310.84,1,one time buyer,United Kingdom
17453,1,short term customer,113,260.22,standard customer,260.22,130.11,2,occasional buyer,United Kingdom
15882,5,short term customer,215,367.5,standard customer,73.5,91.88,4,occasional buyer,United Kingdom
16357,6,short term customer,192,510.58,standard customer,85.1,170.19,3,occasional buyer,United Kingdom
17014,2,short term customer,181,453.53,standard customer,226.77,151.18,3,occasional buyer,United Kingdom
13923,0,short term customer,101,245.17,standard customer,NULL,245.17,1,one time buyer,United Kingdom
12904,5,short term customer,241,400.3,standard customer,80.06,200.15,2,occasional buyer,United Kingdom
13937,0,short term customer,99,134.85,standard customer,NULL,134.85,1,one time buyer,United Kingdom
14125,2,short term customer,695,1429,VIP customer,714.5,476.33,3,occasional buyer,United Kingdom
14321,10,loyal customer,1652,1121.39,VIP customer,112.14,224.28,5,occasional buyer,United Kingdom
13575,5,short term customer,291,508.17,standard customer,101.63,101.63,5,occasional buyer,United Kingdom
17222,0,short term customer,101,269.64,standard customer,NULL,269.64,1,one time buyer,United Kingdom
15700,0,short term customer,221,380.19,standard customer,NULL,190.09,2,occasional buyer,United Kingdom
17985,0,short term customer,121,384.85,standard customer,NULL,384.85,1,one time buyer,United Kingdom
16379,3,short term customer,814,1324.62,VIP customer,441.54,331.15,4,occasional buyer,United Kingdom
17140,0,short term customer,294,452.54,standard customer,NULL,452.54,1,one time buyer,United Kingdom
18150,6,short term customer,218,338.88,standard customer,56.48,112.96,3,occasional buyer,United Kingdom
17217,0,short term customer,23,111.4,standard customer,NULL,111.4,1,one time buyer,United Kingdom
14842,8,loyal customer,593,1486.06,VIP customer,185.76,371.51,4,occasional buyer,United Kingdom
14815,1,short term customer,449,446.41,standard customer,446.41,223.2,2,occasional buyer,United Kingdom
16454,0,short term customer,3,6.9,standard customer,NULL,3.45,2,occasional buyer,United Kingdom
15589,1,short term customer,189,385.53,standard customer,385.53,128.51,3,occasional buyer,United Kingdom
16292,0,short term customer,135,213.53,standard customer,NULL,213.53,1,one time buyer,United Kingdom
14880,7,loyal customer,180,417.4,standard customer,59.63,139.13,3,occasional buyer,United Kingdom
15240,8,loyal customer,1119,1339.07,VIP customer,167.38,267.81,5,occasional buyer,United Kingdom
14768,3,short term customer,52,192.6,standard customer,64.2,96.3,2,occasional buyer,United Kingdom
16572,5,short term customer,386,765.9,standard customer,153.18,255.3,3,occasional buyer,United Kingdom
17904,0,short term customer,46,140.82,standard customer,NULL,140.82,1,one time buyer,United Kingdom
15447,0,short term customer,73,135.37,standard customer,NULL,135.37,1,one time buyer,United Kingdom
17356,0,short term customer,102,136.78,standard customer,NULL,136.78,1,one time buyer,United Kingdom
16372,0,short term customer,97,219.55,standard customer,NULL,109.78,2,occasional buyer,United Kingdom
16227,0,short term customer,90,314.22,standard customer,NULL,314.22,1,one time buyer,United Kingdom
17984,0,short term customer,67,113.69,standard customer,NULL,113.69,1,one time buyer,United Kingdom
13828,0,short term customer,123,113.33,standard customer,NULL,113.33,1,one time buyer,United Kingdom
